subjid,date,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-NaN_cue-cond-trial.nocue,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-NaN_cue-cond-trial.nocue,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-NaN_cue-cond-trial.nocue,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-NaN_cue-cond-trial.nocue
477,80717,545,486.6666667,549.875,682,641,493.8888889,634.6666667,830,561.6666667,543.9090909,663.5,566.5,556.4444444,679,585.3333333,543.5714286,620,783.5,891.5,571.25,870.75,309,543.1666667,606,1026,541.6666667,600,718,751.5,687,1591,492,672,616.5,nan,613.5,1207,394,478,256.5
482,80817,597.75,546,588.8,482.75,676,499,534.6666667,nan,481.8181818,567.6,455,524,624.25,624,436,442.25,413,468,530,502,657.6666667,743,613,508.6666667,575.5,530.8571429,577.5,445.25,515.375,675.125,638,666,685.5,nan,654.5,639.5,541,567,996,588
486,80817,548.75,649.75,659.6666667,607.25,653.25,552.3,631.6666667,611.75,589.8333333,547,871.75,1017.5,677.8333333,813.3333333,874.5,665.1666667,610.25,763.75,596.1818182,702.0909091,599.5,597.25,599.1666667,751.25,755.5,564.5833333,599.5,700,485.8333333,707,1043.666667,737.6666667,691.6666667,716.5,766,673.1818182,665.25,844,610.8333333,782.5
489,80817,678.75,470.75,551.5833333,541.25,625.6666667,518.4,589.75,647,550.2727273,503.3,772.3333333,763,703.3333333,755.3333333,693,694.6666667,554.6666667,719.3333333,665.2222222,663.2727273,586.3333333,613.75,553.1666667,619,709.5,492.7272727,503.5,654.5,545.8333333,622.6666667,758,627.6666667,648.375,678.75,817.3333333,628.4285714,715,687.25,650.9,644.25
490,80817,821,830.5,923.8,674.5,882,583.6,741,718,599.6666667,713,1008.5,858.5,922,738.3333333,912,989.3333333,1063,982,894,985.5714286,980,1288,834.8571429,651.5,1116.5,712.5714286,700,721.6666667,676,890.7142857,840.5,nan,993.9,1120.666667,939.6666667,832.375,833.25,749,766,1037.5
492,80817,412.6666667,521.25,746.125,1015.5,574,411.125,600.6666667,749,492.8888889,522.3,1172.333333,453,484,450,477.5,503,491.3333333,490,361.1666667,594.6666667,nan,467,625,432,872,424,639,nan,758,472,nan,402,572.5,474,704,359,852,466,855.3333333,698
495,80717,703.25,722,818,635,855,748.4545455,785.25,972.5,777.3333333,737.4166667,926.25,984,906.3333333,839.5,1062.75,774.0833333,768.5,981,764.9166667,860.9166667,717.25,717.5,759.75,774,765.5,677.4166667,909.5,788.6666667,705.8333333,771.8333333,1062.25,849.5,923.4166667,841.25,891,848.0833333,835.75,910.75,795.1818182,993.8333333
497,80717,483.5,529.5,550.4,476,575.6666667,398.3333333,467,589,472.5555556,646.8,nan,595,644.3333333,131,788,388.5714286,694.75,592.3333333,477.25,444.3333333,526.75,583.5,500.5555556,580.6666667,556,453.75,508.6666667,694,464.8181818,548.3333333,nan,576,514,428,nan,595,451,nan,641,707.6666667
499,80817,618.75,657.25,664.8333333,634.75,624.75,611.4545455,790.5,688,569.3333333,684.1818182,613.75,912.6666667,739.4166667,805,754.25,585.75,611,887.25,625.3636364,753.5,751.6666667,610.6666667,797.7272727,710.6666667,788.6666667,594.9090909,666.25,759.25,511,839.5,1099.25,939.75,771.5454545,788.6666667,856.5,637.4545455,725.25,727.3333333,596.25,821.8333333
501,80717,483,501.25,512,514.25,512.6666667,588.2727273,490.75,534.75,503.25,529.9166667,743.6666667,987,694.6666667,740.6666667,675.5,563.9090909,481,759.5,536.9090909,738.75,500.6666667,494,513.5,480.25,531,442.1666667,559,503.75,440.2727273,535.6666667,757.6666667,422,631.2,642.5,999,599.7,525,566,550.9166667,742.8
503,80717,716.25,1071.25,832.6363636,813.5,776.75,805.5,838.25,804.5,792.0833333,880.4545455,873.25,968.6666667,845,1019.25,848.25,729.6666667,901,1030.25,708.5,818.1818182,863.5,857.75,830.25,625.6666667,757.25,769.8181818,802.25,738.75,715.5833333,785.3636364,1060.75,765,849.25,773,782.6666667,857,781.5,700,803.1666667,951.6363636
507,80717,600.25,614.5,596.1666667,624.25,721.5,552.5454545,602.75,644.25,515.75,571,606.25,971.75,685.8333333,672,757,561,577.5,722.25,564.0909091,664.6666667,609.6666667,565,626,612.6666667,624.3333333,536.4545455,692.25,730.75,497.3333333,697.75,837.5,644.3333333,723.7272727,654.25,822,576.0909091,647,737.6666667,615.5833333,744.75
510,80817,429.75,514.75,580.6666667,472,594.3333333,522.6363636,555,527.75,514.1666667,517.9166667,637.3333333,nan,588.9,649,765.3333333,577.7,523.6666667,608.3333333,632,638.6666667,542,641.75,522.1666667,530,667.25,502.6666667,443.6666667,618,475.4166667,538.1818182,nan,430.5,599,531.5,802.3333333,589.4285714,709.25,659,574.4285714,663.6
512,80817,762.5,628,677,576.75,674.75,633.8,649.5,657.25,587.9,677.5,743.3333333,905.5,726.3333333,822,903.5,628.4,781.75,927,637.7,870.6363636,965.3333333,679.25,757.4166667,651.5,685.5,543.7272727,687,720.75,625.6666667,697.2727273,926.3333333,578.5,909,706.5,813.6666667,798.7,783,878.3333333,642.3,820.3636364
514,80817,572.75,762.75,719.4444444,583.75,1110.333333,688.4444444,613,1079.5,635.2222222,676.4,nan,589,765,nan,641,576.6666667,493,nan,780,745.6666667,768.3333333,852.6666667,676.75,723,698.6666667,616.2727273,710.3333333,652.5,724.8181818,891.1111111,nan,517.5,522,486.5,nan,645,671,nan,768,694.6666667
515,80817,377.3333333,332,307.5,255.3333333,344,313.1818182,287.3333333,317,275.7777778,313,383.6666667,353.6666667,307.7777778,343.5,315,283.7777778,265,361.3333333,254.4285714,361.7272727,nan,268,nan,426,nan,nan,459,nan,321.5,375,nan,nan,461,452,nan,324.5,254,nan,391,nan
520,80817,868.75,699,710.5833333,614.25,826,700.7272727,829.5,827.75,652.8333333,738.6666667,885,882.75,787,797,804.5,683.5833333,668.75,890,733.0833333,807,703.75,644.5,677.6666667,831.75,888.75,623.5833333,661.5,861.75,649.5833333,787.4166667,815,756.6666667,784.25,692.75,894,721.1666667,795,872.25,676.8333333,870.1666667
522,80817,638.5,335,324,263.5,377.3333333,338.3636364,348,402,317.3,322,431.3333333,324.5,401.1111111,434,366.25,376.2,295,523.5,350.625,474.1111111,nan,313,nan,323,422,nan,227,227.5,259,431.5,nan,304,438,472.5,nan,334.5,nan,94.66666667,328.5,nan
527,80817,67,154,681,nan,15,41.5,nan,128,nan,nan,119,nan,103.5,nan,nan,43,nan,nan,93,nan,nan,nan,42.5,24,nan,93.5,nan,nan,127.5,nan,nan,nan,nan,111,nan,nan,nan,nan,nan,878
531,80817,796.25,590.5,754.2,702.5,696.6666667,626.2222222,600.5,767.25,601.625,642.3333333,nan,nan,556,nan,474,586.5,629.5,702,671.3333333,662.5,741.25,616,785.1428571,743.5,917.5,618.0909091,811.75,944.5,704.8181818,902,nan,600,769,810,nan,720,712,nan,800,705
533,80717,514.25,537.75,713.3333333,481.5,639.75,518.2727273,556.75,675,544.9166667,604.9166667,748.75,1033.25,786.5833333,670.25,993,629.5,633.75,839.25,624.1666667,739.9166667,587.25,530,605.3333333,696.5,667.25,524.5,547.5,771.25,469.8333333,702.5833333,725.25,788.5,732.5,624.75,815,590.0833333,742.25,729.5,559.5,801.1666667
538,80817,660.5,713.6666667,691,601,840.75,688.6,633.6666667,817.25,622.9166667,759.9166667,992,1315.666667,915.7272727,1158.75,922.3333333,836.0909091,839,768.3333333,774.9166667,907.2,1052.5,684.25,595,656.75,799,657.4166667,836,751,614.6666667,760,984.3333333,810.25,939.7,717.75,1207.75,906.3333333,811,714.5,807.6,1053.5
540,80817,725.75,769.5,760.3,721.5,802.3333333,705.7777778,1031.333333,836.5,695.3636364,733.5,827.5,888,874.0833333,754.3333333,954.3333333,754.3636364,909.75,855.25,853.6363636,877.3,711.3333333,784.5,761,681.3333333,840.5,688.4545455,850,815.5,717.0833333,839,877,566,812.8888889,902.25,804,831.3333333,699,822.25,787.25,799.875
542,80817,620.5,707,855.8181818,760.3333333,737,566.1111111,735.5,614,712.1818182,703.3333333,686.75,988.6666667,733.75,708.5,1044,640.1818182,676,804,675.4,676.5454545,678.5,674.25,664.6666667,804,788.75,594.5,689.5,641.5,740.4285714,674.9,783,818,822.7,761.5,779.5,745,691.6666667,790.25,570.1,739.8181818
543,80817,555.25,657.5,570.9090909,689.3333333,637,607.4,591,477.25,606.8,479.1,1125,402,636.5,830,802.5,606.1,627.75,532,671.2857143,711.8333333,614.25,563.6666667,598.1818182,677,556.6666667,416.2727273,543.5,724.6666667,429.9090909,601.4444444,712,579.6666667,570.75,674,670,613.7777778,673.75,664,489.4444444,646.8888889
549,80817,582.6666667,470.5,556,521,635.75,559.2727273,792.75,578,512.3333333,519.8181818,822.5,1066.5,613.2222222,676,816.6666667,597.4444444,572.3333333,682,522.5714286,757.8333333,638.5,530.25,519.2,564.5,666.25,489.8333333,507.75,595.75,495.7,615,899,569,648.1428571,664,749.3333333,655.5555556,533.3333333,670.3333333,589.2,745
550,80717,680.75,722.75,713.5833333,569.75,730.5,634.6363636,690.25,772.25,693.75,682.6666667,876,1045.75,901,833.75,963.25,695.1666667,808.75,791.5,773.0909091,877,681.75,738.5,640.5,654.5,850,754.1666667,715,856,610.0909091,743.8333333,892.5,722.5,849.0833333,782.75,1002.75,850.8333333,796,947.25,798.5833333,895.7
556,80817,580.6666667,894.6666667,712.8571429,656.25,542,614.2222222,683,816.6666667,603.5555556,589.6,761,661,658.75,nan,686,764,712,518.5,782.25,726.5,576,787.3333333,763.0909091,577.6666667,1115.333333,641.2727273,671,787.5,804.8181818,769.1111111,1097.5,1049.333333,1118.333333,944,nan,664.6666667,1216,757,1441,1111
561,80817,579,676.75,571.8181818,549,720.75,559.2727273,574,714,581.0833333,623.5833333,630.3333333,875.6666667,652.9166667,736.6666667,826.75,575,550,715.75,567.5,720.0909091,616.5,605.5,653,568,681,510.5,657.75,676.25,542.5,691.75,676.5,684.25,666.5833333,735,875.75,651.8333333,609.25,726.25,582.8333333,730.1
563,80817,917.5,1103,1072.6,898.6666667,1051,1008.222222,905,1020,941.5833333,998.3333333,1135.25,674.3333333,1121.75,1008,1245.333333,1018.454545,847.6666667,1140.5,1194,1053,962.25,1235.666667,922.3636364,1378.5,1270.333333,803.9090909,910,1005.666667,846.1818182,870.2727273,1227.333333,1151,1158.545455,1085.25,1031.5,1079.545455,1065,1127.5,908,1173.25
564,80617,696.5,615.25,725.7272727,599.5,785.3333333,578.8181818,557.6666667,658,605.3636364,611.4166667,801,777.6666667,765.9166667,815,839,776.8181818,775,740.3333333,627.9090909,728.5,643.75,666.75,682.0909091,610.25,767.5,532.5,614,680.5,531.5833333,686.25,774,674,805.8,740.5,737.75,672.2727273,751.5,774,606.4545455,741.5
569,80817,621,930,833,752.6666667,743.25,789.2727273,911.25,1023.333333,894,837.9166667,774.75,1214,797.1666667,791,1003.5,820.9090909,723.75,886.75,748.2727273,896.9166667,650.25,736.5,822.5454545,705,836.25,730.9090909,753,849.25,597.75,927.9166667,839.5,778,982.8181818,706.25,906.5,656.6666667,799.25,763,765.4166667,901.8181818
573,80717,536.75,484.75,676.3333333,477,580.75,590.7272727,510.3333333,669.75,502.5833333,560.6666667,734.75,640.5,764.5454545,805,841.3333333,702,672,734.25,740.6666667,745.75,696.6666667,729,583.9166667,786.6666667,656,577.7272727,523.6666667,753.75,533,728.3636364,775,696.75,761.125,672.5,790,776.9090909,765.25,760,696.9,771.2
578,80717,715.75,641.25,758.9,809.25,723.25,678,602.6666667,810,599.25,676.4166667,871.5,1274.5,937.5,1095.5,1230,703,562.5,918.6666667,794,882.8181818,733,619.25,704.3636364,765,675,678.8,640.5,877.6666667,547.8333333,748,802,810.5,1007.8,723.75,795.5,732.8571429,734.6666667,875,766.8181818,942.2222222
581,80817,664.25,773.25,784,589,662.5,652,683,781.75,668,692.8333333,854.6666667,976.5,945.1818182,745.6666667,939.75,771.3333333,823.25,939.5,757.625,927.5714286,782.75,645,658.4166667,739.75,903,585.9090909,743.25,687,538.5833333,702.9166667,965.5,757.25,891.0909091,871.75,840.5,872.0909091,693.75,817.3333333,693.2,888.6666667
582,80817,541.5,594.75,629.0833333,520.25,553.5,488.3333333,574.75,688,497.9090909,617.9090909,701.75,890.5,683,751.5,954.5,572.5833333,566,778.75,612.3636364,690.8181818,657.5,577.25,541.5833333,591.75,735.75,502.7272727,556,710,463.4166667,630.3333333,779.25,614.5,748.4,751.25,766.25,581.8181818,651,781.75,556.5,739.2727273
583,80817,611,560.25,596.0909091,558.75,637.25,615.5454545,605.5,642.75,620,604.0833333,777.3333333,915.3333333,668.8181818,724.5,754,509.8333333,655.3333333,672,603.6666667,682.3333333,723.75,698.75,654.5454545,595,693.25,502.0909091,559.5,650.25,549.75,647.9090909,809,653.75,663.625,622,655,687.1818182,669.6666667,724.5,712.3636364,771.8181818
587,80817,597.5,750.5,702.5,658,668.5,609.1818182,568.5,722.75,641.5833333,737,860,996.25,832,884.5,894,740.3,748.75,795.5,663.6363636,800,688.5,619.25,630.5833333,741,779.75,584.0833333,613.5,683.25,521.6666667,765.1818182,812,684.25,820.8333333,758,880.6666667,696.2727273,721,797,665.75,903.9166667
604,80817,726.75,605,731.375,578,684.25,625.1111111,659,900.75,588.7777778,614.6666667,nan,nan,491,980,724,533.6666667,628,1070.5,625.75,581,757,680.6666667,718.2,749,897.3333333,604.9,801,718,674.4,763.7142857,nan,796,nan,557,nan,454,631,nan,834,689
621,80817,611.25,714,685.2,699.25,684.3333333,680.9090909,694.3333333,1023.75,632.9166667,771.75,776,1133.5,770.1666667,783,990,698.1818182,770,784.3333333,654.0909091,743.5,802.25,681.5,708.1666667,687.6666667,715,672.8333333,640.25,892.75,607.0909091,747.75,888.3333333,706,782.4166667,696.75,958.5,613.7272727,646.75,782.5,659.5833333,821.5454545
632,80817,557.25,604.75,675.4166667,678.75,777,636.9090909,877.3333333,699,603.9166667,703.5,713.5,829.25,739.3,832.25,685.6666667,624.1818182,787.75,879,670.9166667,783.9166667,649.75,614,628.3333333,625.3333333,694.5,599.1666667,648.3333333,651.5,574.5,797.9166667,1128.333333,680.6666667,855,761.5,875.75,677.8181818,710.25,830.25,712.9166667,858.3333333
642,80817,680.5,673.5,702.3636364,562.25,639.3333333,555.3333333,685.5,772.25,590.2,620.1818182,654.6666667,nan,766.3636364,811,707,576.7777778,651.25,720.5,662.9,791.3,572.5,610.75,619.8181818,641,947,498.4545455,567.25,650,491.9,654.8888889,852,710.6666667,743,721,824.5,651,737.25,940.6666667,631.6666667,876.5
647,80817,563.5,574,626.9166667,565.5,734.25,612,676,745.5,565.0909091,561.4166667,898.75,965,730.1,972.6666667,999,632.4545455,700,808.3333333,706.6363636,831.6,650.75,815,601.1818182,549.6666667,664.3333333,585.2,607.5,628.6666667,532,669.8181818,726,844.25,832.1,749.25,875.5,763.8888889,763.6666667,745.3333333,675.5454545,844.2
649,80817,525.75,530.25,560.4166667,492.25,651.75,501.6363636,506.25,626,477,579.6363636,695.5,636.5,648.6666667,657.25,711,534.75,589.25,698,586.5454545,644.8181818,559.5,586.75,529.0833333,552.75,534,471.0833333,486,657.5,483.75,600.6363636,660.6666667,661.5,646.2,592,734.5,593.8,640.75,668.75,548.3333333,711
653,80817,692.75,751.5,785.25,587.75,781.75,606.1818182,668.75,876.5,611.9166667,748,818.5,1003.5,796.4166667,750.75,798.5,634.75,678.5,813.75,724.6666667,786.4166667,735.5,704.5,794.25,786.25,748.75,647.9166667,654.75,690.3333333,576.3333333,765.4166667,919,712.25,794,672.75,875.25,697.8333333,851,903.75,708,818.1666667
655,80817,825.5,716.75,775.0909091,792.75,840.5,671.7,919.5,770.3333333,804.6666667,811.0833333,732.25,1031.333333,841.3,909,1076.25,679,1024.25,834.3333333,874.6363636,916.6,873.25,860.75,694.6363636,596.75,1075.75,680.8571429,1096,794.75,696.5,933.8181818,1022,965.5,820.6,787.25,804.75,972.6666667,1127.25,1181.333333,701.3333333,1001
657,80817,747,721.6666667,613.3333333,718.6666667,644,744,679.6666667,1076.75,585.8571429,794.75,1299,970,1066.25,1028,929,847.7142857,nan,1141,1062.714286,992.8333333,895.5,736,873.6666667,611,678.3333333,844.8888889,877.25,724,674.1428571,853.8571429,1090.5,795,1076.5,1003,nan,695.25,919,1528.5,865.8333333,1159.2
659,80817,587.5,1310,893.2857143,692,914.3333333,887,1410,927,1018.444444,984.4545455,945.6666667,1320,1075.857143,1219.5,127,1030.666667,1151.5,1134,1279.166667,1149.875,816,618,875.3333333,1279,nan,1136.8,1251.333333,1692,1104.833333,1392.25,1646,1071,1364.428571,1114,1469.5,1347.666667,1347,1271.666667,1079.666667,1422
680,80817,591.75,616.25,605.8333333,520.75,698.75,564.5454545,541,640.75,562.1666667,682.5833333,671.25,847.3333333,706.4166667,794.75,716,582.4166667,653.25,618.75,570.4166667,699,591,532.25,647.3333333,583.25,652.75,621.3333333,593.5,686.5,615.3333333,669,742,657,850.8333333,676.5,822,598.1,932.75,714.25,581.0833333,700.9
681,80817,542.75,558.75,645.4166667,522,796.25,614.9090909,592,736.25,614.75,598.4166667,700.75,819.5,672.6666667,698.5,739.25,585.3333333,702,700.5,643.1666667,795.3636364,766.25,704.75,630.2727273,647,622,590.5,794.5,885.75,525.75,710.75,666.5,685.25,765.1666667,635.75,791.25,586.1666667,653.75,715,613.8333333,773.5833333
684,80817,531,613.75,570.1666667,513.75,639,551.7272727,592.5,583,568.4166667,626.8333333,685,935,719.4166667,699.75,713,667.1818182,626,723.25,631.9,669.8333333,662.25,555,587.0833333,574.75,738,526,576.5,567.75,510.5,657.2,823.6666667,674.3333333,738.1,674,784.75,717.0833333,536.75,723,657.4166667,757.2
695,80817,889.75,702.5,661.3,548.75,662.3333333,500.8888889,560,681.25,580.2222222,721.5555556,nan,410,586,655,742,529,602,845.5,738,901.6666667,612.25,813.3333333,605.0909091,646,674.6666667,659.8333333,603.75,888,581.6666667,744.2857143,nan,818.5,834,599,nan,471,625,nan,624,593
708,81017,573,609.75,592.5833333,707.75,673.25,551,786,645.75,533,576.5,714.5,907.3333333,708.6666667,760,758.5,628.9090909,653.5,703,687.2727273,767.75,554.5,511.75,644.75,595,640.25,494.4166667,503,563.25,484.1666667,634.1666667,845.25,647.75,734.25,662,769.5,642.7,585.25,786.6666667,582,701.1
709,81017,480.25,478.75,553.6363636,452.25,666.5,514.8,484,602.75,457.4545455,490.9,602.5,691.3333333,519.125,736,708,507.6666667,585,855.25,506.5454545,591.7777778,525,449.5,490.6666667,525.25,745,487.9090909,508.25,566,453.6666667,562.1111111,nan,531.6666667,582.1111111,485,772,535.8571429,507,684,515.8333333,502.5
710,81117,nan,40,398.75,35.5,167,428.75,253.6666667,91.5,408,141.2,nan,528,473.1428571,262,293.5,352,384,211,233.25,421,1002,935,174.4,320,962.5,235.25,113,321,177.25,392.2,146.6666667,203.5,524.25,38,200,718.75,60,154.6666667,227,300.3333333
711,81117,314.3333333,356.25,351.625,361,466,283.7142857,281,391,404.25,398,259,373,345.5,301,333,299.5,325.6666667,309,338.7142857,439.5,314,451,349,775,354,nan,nan,nan,311,1084.5,nan,nan,nan,346,811,902.3333333,686,nan,703.5,280
712,81017,450,499.25,594.6363636,515,562.3333333,580.9090909,513.75,717.5,550.5833333,529.0909091,827.75,732.6666667,741.1818182,894,869,701.5454545,546.25,651.5,705.7777778,729,519.25,526.75,537,509.5,649.6666667,522.4166667,596.25,581.25,470.25,615.5,701,598.6666667,705.5454545,669,962.5,705.6363636,697.3333333,794.6666667,617.6,759.5
713,81017,452,416.75,504,371.25,452.6666667,399.3636364,398,454,372.25,458.6363636,548.25,nan,528.4444444,526,748,444.3333333,448.75,500.5,466.6666667,505.4,531.25,489.75,425.0909091,454.25,431,390.6666667,417,451.25,375.5,480,730,560.5,564.7142857,488,607,489.0909091,477.25,567,428.1818182,567
715,81017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
717,81017,419.3333333,395,453.7777778,429.25,523,364.625,461,520.75,391.4545455,406.9090909,611,401,498.4,673.5,677.5,469.6666667,509.6666667,497.5,480,628.8333333,480.3333333,425.6666667,427.7777778,465,548,398.1666667,433.3333333,537.6666667,373.5833333,485.8333333,nan,426.5,551,521.5,621,413.3333333,477.6666667,nan,509.8,496
719,81017,741,704.75,811.8888889,667.75,661.6666667,720.7777778,752.6666667,922,744.8888889,826.4,nan,1326,862,924,nan,707.3333333,706,540,899.5,855.6666667,824.25,881,871.5454545,768,919,750,708,772,654.5,969.625,nan,778.5,526,561,nan,745,1089,1278,582,611
725,81017,748.25,772.25,780.75,818,869.75,749.5454545,847,748.75,684.3333333,768.9166667,756.5,884.25,842.5833333,840.75,827.5,746.1666667,830.25,908.5,776.4166667,783.25,718,1052.25,733.8333333,777.75,822,727.9166667,730.25,738,664.3333333,813.3333333,872.75,832.75,770,787,926,789.9166667,787,817,759.5,840.75
727,81117,559,456,575.6,511,576.25,468.8,468.6666667,515.25,488.1666667,507.3333333,482.25,700,595.8181818,787,594.75,541.1666667,542.5,560.3333333,485.9090909,566.9,511.25,546.25,483.25,550.5,593.25,544.1818182,472.3333333,531.3333333,441.8333333,583.5,648,503,597.4285714,570.3333333,645,529.8888889,580.25,650,504.4166667,524.5555556
728,81017,544.25,671.75,662.6363636,551.5,719.25,561.8181818,612,779.5,550,615.75,707,935,727.2,747.5,895,588.4166667,617.75,814.6666667,640,730.5,551,581.6666667,559,690.25,681.75,536.25,586,750.5,485.75,723.3333333,878.25,551.6666667,651.4166667,672.25,833.5,599.75,586,817.6666667,589.8333333,707.4166667
731,81017,964.5,815,1236.545455,653.75,1358,924.3333333,845.25,817,876.1818182,803.6666667,1416,1308.75,1060.8,1315.75,1173.25,941.9166667,1245.5,1370,1059.272727,1040.666667,1032.5,1205.666667,912.9166667,1020,1172.333333,619.8181818,585,1257.5,906.8,1175.25,1079.25,1318,1033.916667,1319.5,1120.25,1008.909091,868,1105.25,1000.333333,852.1666667
732,81017,332.5,721,298,128.5,800,411.25,355,351,480.125,501,309,229,564,479,313,523.6666667,362,468.5,446.7142857,322.25,439.6666667,300.75,484,550.5,318,578.8,556.5,351,332.5,415.75,425,384,812.8,583,1385,211,380.5,637,560.4,673.8
734,81017,554.5,528.75,615,499,620.5,525.7,535,836,523.75,575.8333333,716.5,1088,727.6666667,838,788.6666667,607.3333333,599,767.75,709.5833333,776.5833333,652.25,620.75,647.9166667,641.25,764.5,571.0833333,555,676,498.5,652.4545455,826.75,593.25,707.4166667,663,953.5,697.4444444,728,921.25,562.3636364,733.5555556
736,81017,606.5,603.75,597,493.25,605.5,521.2727273,593.75,688.5,498.0833333,562.3636364,608.6666667,715.3333333,600.8181818,703,727.25,598.5,576.75,696.75,547.3333333,648.3333333,570.75,576.5,538,595.75,618.25,481.4166667,514,601.5,473.1666667,592.0833333,727.75,634.5,628,709.3333333,706,599.5,580.5,627,530.3333333,681.4545455
737,81017,652,672.25,702.1666667,616,763.25,650.1,643.75,759.75,621.6666667,747.8181818,779.75,1106.25,706.25,902.5,811.5,703.9166667,625,815.75,708.3333333,766,919.25,692.25,685.1666667,719.75,729.5,547.1666667,564.6666667,732.75,547.8333333,796,943.75,713,735.8888889,828.5,853.5,695.5454545,647.75,850,613.6666667,773.1666667
745,81117,588.6666667,902.5,913.4,738.75,809,678.7777778,671,822.5,724.4,609.7272727,1012,1018.75,789.9090909,964.6666667,903.3333333,797.3636364,628.3333333,940.5,721.4444444,948.3636364,701.25,706,788.6363636,682.75,1000,706.5833333,615.25,998.6666667,593.0833333,808.2727273,825,989.5,755.0909091,837.3333333,852,737.8888889,680,807,687.9,983.7142857
748,81117,478.5,430.5,510.1818182,505,540,462.1818182,569,526.5,528.4166667,471.75,579,749,644.8888889,597.3333333,588.6666667,498.3636364,585,561.6666667,520.9090909,583.1666667,539.25,495.5,511.25,496,519.6666667,517.75,537.5,578.5,478,585.9166667,509,596.75,555.25,544.6666667,634.3333333,547.5,517,550.5,498.75,615.6666667
749,81017,384,389.5,468.3636364,359.5,442.3333333,371.3,365.6666667,490.3333333,356.6666667,394.9,315,nan,525.75,546.3333333,nan,437.7777778,369,nan,424.2857143,545.8333333,466.25,427,405.0909091,396.25,404.3333333,368.4166667,405.6666667,432.6666667,334.3333333,469.6363636,631,425.5,437,599.5,453,462.75,351.5,506,417.2,444.75
750,81017,435.25,475.5,592.2222222,406.25,501.5,374.6363636,408,493.5,434.7,426.5,536,995,568.8,644.5,545.5,527.2222222,449,507,469,530.8571429,430.25,469.75,403.8,468.75,511.6666667,391.3333333,386,494.25,395.1818182,481,659,627.5,496.2,525,726.5,485.2,421,496,443,535.875
755,81017,811,nan,777,nan,nan,260,542,1248,217.3333333,132.5,nan,825,369.5,154,440.5,241,565,534,335.5,686.2,353,253.3333333,279.25,379.6666667,760.3333333,523,147.5,1019,496.2,585.5,402.5,181,642.6666667,235,143,198.3333333,287.5,491.5,398.6,422.75
