subjid,date,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-0_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-400_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.doublecue,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.invalid,loc-con-1_flank-con-1_cue-int-800_cue-cond-trial.validspatial,loc-con-1_flank-con-1_cue-int-NaN_cue-cond-trial.nocue,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-0_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-400_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.doublecue,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.invalid,loc-con-1_flank-con-2_cue-int-800_cue-cond-trial.validspatial,loc-con-1_flank-con-2_cue-int-NaN_cue-cond-trial.nocue,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-0_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-400_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.doublecue,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.invalid,loc-con-2_flank-con-1_cue-int-800_cue-cond-trial.validspatial,loc-con-2_flank-con-1_cue-int-NaN_cue-cond-trial.nocue,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-0_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-400_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.doublecue,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.invalid,loc-con-2_flank-con-2_cue-int-800_cue-cond-trial.validspatial,loc-con-2_flank-con-2_cue-int-NaN_cue-cond-trial.nocue
2,21417,1.0,0.5,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.5,0.0,0.75,0.75,0.5,1.0,0.75,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,0.75,0.75,1.0,0.5,1.0,1.0,0.5,1.0,0.8333333333333334
3,21317,1.0,1.0,0.9166666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,0.5,1.0,0.5,0.75,0.9166666666666666,1.0,0.5,1.0,0.75,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,0.9166666666666666,0.5,0.5,0.75,0.75,0.5,0.8333333333333334,1.0,0.75,0.9166666666666666,0.6666666666666666
4,21317,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,0.9166666666666666,0.5,0.5,1.0,0.25,0.75,0.9166666666666666,1.0,0.5,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,1.0,0.8333333333333334,0.5,0.75,0.75,1.0,0.75,0.8333333333333334,0.6666666666666666
5,21317,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,1.0,1.0,0.5,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.8333333333333334,0.5,1.0,0.9166666666666666,1.0,1.0,1.0,0.8333333333333334
6,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666
8,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666
9,21217,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666
10,21217,0.0,0.5,0.08333333333333333,0.25,0.0,0.16666666666666666,0.25,0.25,0.08333333333333333,0.16666666666666666,0.0,0.5,0.08333333333333333,0.0,0.25,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666
12,21317,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,0.5,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,0.75,1.0,1.0,0.75,1.0,0.9166666666666666
13,21317,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.9166666666666666,0.9166666666666666,0.75,1.0,0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,0.75,0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0
14,21317,1.0,1.0,0.9166666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.9166666666666666,0.75,0.75,1.0,0.75,1.0,0.8333333333333334,1.0,0.5,0.8333333333333334,0.9166666666666666,1.0,1.0,0.9166666666666666,0.75,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,1.0,0.8333333333333334,0.75,0.75,0.75,1.0,0.75,0.75,0.8333333333333334
15,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.75,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,0.5,1.0,0.8333333333333334
16,21317,1.0,1.0,1.0,1.0,0.75,0.8333333333333334,0.75,1.0,0.9166666666666666,0.9166666666666666,1.0,0.75,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,0.8333333333333334,0.5833333333333334,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,0.75,1.0,0.9166666666666666,0.6666666666666666,0.75,1.0,0.75,1.0,1.0,0.8333333333333334,1.0,0.75,0.75,0.6666666666666666
17,21317,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,0.75,0.75,1.0,0.8333333333333334,0.75,0.75,0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,0.5,0.75,0.6666666666666666,0.75,0.75,0.9166666666666666,1.0,0.75,0.9166666666666666,0.8333333333333334
18,21317,1.0,1.0,0.8333333333333334,0.75,0.5,0.75,1.0,0.75,0.6666666666666666,0.8333333333333334,0.25,1.0,0.3333333333333333,0.0,0.5,0.4166666666666667,0.75,0.75,0.25,0.4166666666666667,1.0,0.5,0.9166666666666666,0.75,0.5,0.5833333333333334,0.5,1.0,0.6666666666666666,0.5833333333333334,0.25,0.5,0.3333333333333333,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.5
19,21317,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9166666666666666,1.0
20,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,0.8333333333333334,1.0,0.75,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.9166666666666666,0.75,1.0,0.8333333333333334,1.0,0.75,0.8333333333333334,0.75,1.0,0.8333333333333334,0.9166666666666666
21,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.5,0.75,0.8333333333333334,0.75,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.8333333333333334,0.5,0.75,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666
22,21317,1.0,1.0,0.5833333333333334,1.0,0.25,0.8333333333333334,0.75,0.75,0.8333333333333334,0.9166666666666666,0.5,0.5,0.8333333333333334,0.75,0.75,0.75,0.75,0.5,0.75,0.8333333333333334,0.75,0.5,0.6666666666666666,0.5,0.75,0.9166666666666666,1.0,0.75,0.8333333333333334,0.5833333333333334,0.5,0.75,0.5,0.75,1.0,0.75,0.75,0.5,0.6666666666666666,0.9166666666666666
24,21317,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,0.5,0.9166666666666666,1.0,0.75,0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,0.75,1.0,0.9166666666666666,1.0,1.0,0.6666666666666666,0.75,1.0,0.8333333333333334,0.9166666666666666
25,21317,1.0,0.75,0.9166666666666666,1.0,1.0,0.75,0.75,1.0,0.75,0.8333333333333334,0.75,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,0.75,0.75,1.0,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.75,1.0,0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,1.0,0.9166666666666666,0.8333333333333334
26,21317,1.0,0.75,0.9166666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.25,0.9166666666666666,0.5,1.0,0.9166666666666666,0.75,1.0,0.75,0.9166666666666666,1.0,1.0,0.8333333333333334,0.75,0.75,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.9166666666666666,0.9166666666666666
28,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0
29,21317,1.0,0.75,0.8333333333333334,1.0,0.75,0.6666666666666666,0.5,0.5,0.6666666666666666,0.8333333333333334,0.0,0.25,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,0.5,0.25,0.25,1.0,0.5,0.8333333333333334,0.75,0.75,0.9166666666666666,1.0,0.5,0.8333333333333334,0.75,0.0,0.5,0.16666666666666666,0.25,0.0,0.08333333333333333,0.25,0.0,0.16666666666666666,0.08333333333333333
31,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,0.75,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.8333333333333334,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,0.75,1.0,1.0,0.8333333333333334
34,21317,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8333333333333334,0.75,0.75,0.9166666666666666,1.0,0.5,1.0,1.0
36,21317,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8333333333333334
39,21317,1.0,0.5,0.9166666666666666,1.0,0.5,0.8333333333333334,0.75,1.0,0.8333333333333334,0.8333333333333334,0.5,0.75,0.9166666666666666,0.5,0.5,0.6666666666666666,0.75,0.25,0.5833333333333334,0.5833333333333334,0.75,1.0,0.8333333333333334,0.5,0.75,1.0,0.75,0.75,1.0,0.6666666666666666,0.25,0.5,0.5833333333333334,0.5,0.5,0.5833333333333334,0.5,0.25,0.75,0.4166666666666667
10_1,21317,0.75,0.75,0.8333333333333334,1.0,0.75,0.75,0.5,0.5,1.0,0.6666666666666666,1.0,0.5,0.4166666666666667,0.5,0.25,0.4166666666666667,0.25,0.5,0.6666666666666666,0.5833333333333334,1.0,0.5,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,0.6666666666666666,0.0,0.75,0.25,0.5,0.5,0.5,1.0,0.25,0.5833333333333334,0.5
6_1,21117,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9_1,21317,1.0,1.0,0.9166666666666666,1.0,1.0,0.8333333333333334,0.75,0.75,0.9166666666666666,0.8333333333333334,0.75,0.25,0.75,0.75,0.5,0.5833333333333334,0.75,0.25,0.9166666666666666,0.75,1.0,0.75,0.6666666666666666,0.75,0.75,0.8333333333333334,1.0,1.0,1.0,0.75,0.5,0.5,0.8333333333333334,0.75,0.25,0.6666666666666666,0.5,0.75,0.8333333333333334,0.5833333333333334
1,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,80717,1.0,1.0,0.8333333333333334,1.0,0.75,0.75,0.75,1.0,0.75,0.8333333333333334,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.5,0.25,0.25,0.16666666666666666,1.0,0.75,0.8333333333333334,0.75,0.75,0.9166666666666666,1.0,0.5,1.0,0.6666666666666666,0.0,0.5,0.08333333333333333,0.25,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333
4.0,80717.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.25,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0
5,80717,1.0,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,0.8333333333333334,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,1.0,0.75,0.8333333333333334,0.8333333333333334
10,80717,0.75,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,0.75,0.75,0.9166666666666666,1.0,1.0,1.0,0.5,0.75,0.8333333333333334,0.75,1.0,0.75,0.9166666666666666,0.75,0.5,0.9166666666666666,0.75,1.0,1.0,0.8333333333333334,0.25,0.75,0.8333333333333334,1.0,0.75,1.0,1.0,0.75,1.0,0.6666666666666666
11,80717,1.0,1.0,0.9166666666666666,1.0,0.75,0.75,0.75,0.75,0.8333333333333334,0.8333333333333334,0.0,0.25,0.16666666666666666,0.25,0.0,0.16666666666666666,0.5,0.5,0.5,0.08333333333333333,0.75,0.75,0.9166666666666666,0.5,0.75,0.9166666666666666,1.0,0.5,0.9166666666666666,0.6666666666666666,0.0,0.5,0.16666666666666666,0.25,0.25,0.3333333333333333,0.25,0.0,0.08333333333333333,0.08333333333333333
16,80717,1.0,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666
18,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,80717,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666
21,80717,1.0,1.0,0.9166666666666666,1.0,0.75,0.8333333333333334,1.0,1.0,0.9166666666666666,0.75,0.75,0.25,1.0,0.5,0.5,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,0.75,0.75,1.0,0.25,0.5833333333333334,1.0,0.75,1.0,0.6666666666666666
24,80717,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,0.8333333333333334
27,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0
31,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,80717,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,0.75,1.0,0.8333333333333334,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,0.75,1.0,1.0,0.8333333333333334,0.75,1.0,0.9166666666666666,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,0.8333333333333334
35,80717,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.75,0.5,0.75,0.9166666666666666,1.0,1.0,1.0,0.75
42,80717,1.0,1.0,0.8333333333333334,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,1.0,0.75,0.5,0.8333333333333334,1.0,0.5,1.0,0.75,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8333333333333334,0.75,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666
47,80717,1.0,0.75,0.8333333333333334,1.0,1.0,0.8333333333333334,0.75,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.8333333333333334
49,80717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.5,0.9166666666666666,0.8333333333333334
53,80717,0.0,0.5,0.0,0.5,0.0,0.16666666666666666,0.5,0.5,0.16666666666666666,0.3333333333333333,0.0,0.25,0.3333333333333333,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,0.4166666666666667,0.5,0.25,0.4166666666666667,0.3333333333333333,0.25,0.0,0.4166666666666667,0.0,0.5,0.16666666666666666,0.25,0.5,0.3333333333333333,0.16666666666666666
54,80717,0.5,0.5,0.5,0.5,0.0,0.8333333333333334,0.5,0.25,0.5833333333333334,0.5,0.5,0.0,0.3333333333333333,0.25,0.75,0.3333333333333333,0.75,0.5,0.25,0.5,0.75,0.5,0.6666666666666666,1.0,0.0,0.5833333333333334,0.25,0.25,0.5833333333333334,0.5,0.0,0.25,0.4166666666666667,0.75,0.75,0.5833333333333334,0.75,0.5,0.4166666666666667,0.3333333333333333
58,80717,1.0,1.0,0.8333333333333334,1.0,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.25,0.75,0.25,0.75,0.25,0.3333333333333333,0.5,0.5,0.25,0.5,0.75,0.75,0.5833333333333334,0.75,0.75,0.8333333333333334,1.0,0.5,0.9166666666666666,0.4166666666666667,0.0,0.0,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.08333333333333333,0.08333333333333333
60,80717,0.5,0.75,0.4166666666666667,0.25,0.25,0.08333333333333333,0.25,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.25,0.4166666666666667,0.0,0.5,0.25,0.0,0.25,0.16666666666666666,0.25,0.25,0.3333333333333333,0.08333333333333333,0.0,0.25,0.16666666666666666,0.0,0.25,0.08333333333333333,0.25,0.0,0.0,0.08333333333333333
68,80717,1.0,0.75,1.0,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,0.9166666666666666,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8333333333333334
69,80717,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,80717,0.25,0.0,0.25,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.16666666666666666,0.25,0.0,0.08333333333333333,0.25,0.0,0.25,0.08333333333333333,0.75,0.25,0.5833333333333334,0.5,0.75,0.9166666666666666,0.75,0.75,0.5833333333333334,0.6666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.08333333333333333
73,80717,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0
77,80717,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,0.75,1.0,1.0,1.0,1.0,0.8333333333333334
82,80717,0.5,0.0,0.6666666666666666,0.75,0.0,0.5833333333333334,0.0,0.5,0.0,0.16666666666666666,0.5,0.0,0.5833333333333334,0.5,0.25,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.75,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333
