subj_id,list_type,listb,trial1,trial2,trial3,trial4,trial5,trial6,trial7,listb_#_repeats,trial1_#_repeats,trial2_#_repeats,trial3_#_repeats,trial4_#_repeats,trial5_#_repeats,trial6_#_repeats,trial7_#_repeats
1002,4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
